PR ID,Commit ID,Category,Brief justification,Confidence
2784931990,0458365b74fad95c2515369b300c71a599e71c70,Other,"Evidence is mixed or too generic to identify one dominant purpose reliably: “Clean up removed files”; 1 file(s), 13 additions/6 deletions.",Low
2784931990,a804077df6e62a35e4e26dce79ea9056aa3425cf,Functional Correctness Repair,"In index.ts, the patch changes existing behavior/control flow around `const filePaths = await this.addIdsToDirectoryAndCreateMapping(folderPath);` to correct the observed defect; 17 additions/5 deletions.",Medium
2784931990,ca530e2cb938ced90ffd9a20b669c611277b438e,Code Cleanup,The patch removes unnecessary existing material in index.ts (1 deletions vs 0 additions); message: “Clean up”.,Medium
2784931990,d08743576e0e0f0eeed2e96a39f0f0f9b7ac1451,Functional Correctness Repair,"In index.ts, the patch changes existing behavior/control flow around `return this.mapping.get(id);` to correct the observed defect; 56 additions/62 deletions.",Low
2784931990,ee2a3733577381265cdc825051cb0dfedb47e7db,Feature Completion or Extension,"The patch adds substantive implementation in index.ts, including `debounce`, `processDom`, with 80 added lines—evidence of a new/completed capability.",Medium
2788022491,190d7d5ca602f14e620dff4ff2d01fedf50dc890,Functional Correctness Repair,"In wallet.py, the patch changes existing behavior/control flow around `return self._wait_for_receipt(HexStr(tx_hash.hex()))` to correct the observed defect; 2 additions/2 deletions.",Low
2788022491,be1e424ca47ac5c94d582e462eb165e9971c9e31,Code Cleanup,The patch removes __init__.py and is deletion-focused (3 deletions vs 0 additions).,High
2788029019,8af7a557b432403cf14db445ce7643e56bbe54a0,Code Cleanup,The patch removes __init__.py and is deletion-focused (3 deletions vs 0 additions).,High
2788912798,e2b048560930589c1d3695d869136ed4a19f953e,Code Convention Conformance,"Patch makes lint/format/static-type cleanup in index.tsx, e.g. `button.isDisabled ||`.",Medium
2788912798,e71e6e0baf2453f309688e46646d07299bd5d8ba,Functional Correctness Repair,"In index.tsx, the patch changes existing behavior/control flow around `(button.disabledWhenInvalid && !isFormValid);` to correct the observed defect; 23 additions/25 deletions.",Medium
2790033388,617d0f9006cce68fa4869a30c81bad45d0c1883c,Code Cleanup,The patch removes unnecessary existing material in Cargo.lock (51 deletions vs 33 additions); message: “cleanup”.,Medium
2790142805,a9b4b635bb517dfd23ed29798b06df2c800cce7a,Documentation,"Documentation/release artifacts are the substantive change, including plugins.mdx (46 additions/46 deletions).",High
2790317638,2de971dcd34c5b097cf2a27d64edcd87c3eef9ff,Documentation,"Documentation/release artifacts are the substantive change, including README.md (0 additions/11 deletions).",High
2791025700,1fc796111c750eea7a60864d5bb209345c1115ff,Code Cleanup,The patch removes unnecessary existing material in chains.ts (32 deletions vs 0 additions); message: “feat: removing monad devnet”.,High
2791025700,a4bf1e061b959cf1feb1e3d9acfdb9ef3664c9c1,Project Integration and Environment Maintenance,"The change targets build/CI/dependency/platform scaffolding in package.json, yarn.lock; commit evidence says “feat: fixing reservoir-kit-ui package.json ref”.",High
2791971139,1b7ce7f15b530820f3407aae20f1d34cc801a9b9,Test and Validation Adjustment,Patch is concentrated in test/validation artifacts (TernServer.test.ts); it changes 20 test lines rather than primarily production behavior.,High
2791971139,213248340fa7147da0d031f7a34fb002e23a6604,Feature Completion or Extension,The diff adds substantial implementation in entityDefGeneratorMap.ts (1 additions/0 deletions); commit evidence says “feat: Flatten Appsmith obj for better visibility in autocomplete”.,Medium
2791971139,21d27a336f3b1e164cffa1fcd28cceb2c043f7cf,Test and Validation Adjustment,Patch is concentrated in test/validation artifacts (AutocompleteSortRules.test.ts); it changes 20 test lines rather than primarily production behavior.,High
2791971139,3e5bab148ad610b2d40ad8541f8268583e64e100,Test and Validation Adjustment,"Patch is concentrated in test/validation artifacts (Autocomplete_setters_spec.ts, JS_AC1_spec.ts); it changes 22 test lines rather than primarily production behavior.",High
2791971139,97b56b79dd1a482ac8872a4de705a92d2f378943,Functional Correctness Repair,"In AutocompleteSortRules.ts, the patch changes existing behavior/control flow around `if (completion.recencyWeight) {` to correct the observed defect; 11 additions/1 deletions.",Low
2791971139,c248c9a699a1565149378ac201edb56b1c7c94ef,Project Integration and Environment Maintenance,The change targets build/CI/dependency/platform scaffolding in AutocompleteSortRules.ts; commit evidence says “fix: build issue”.,Medium
2791971139,ffe341f43331180961d6b821895da06ddd269a94,Other,"Evidence is mixed or too generic to identify one dominant purpose reliably: “chore: Minor changes”; 2 file(s), 2 additions/2 deletions.",Low
2792386162,096919ce96c4e4c8d9198fcc71d609c66576be79,Structural Refactoring,"In example.py, the patch extracts/reorganizes implementation structure, including `solana` (5 additions/7 deletions), without clear new external behavior.",High
2792386162,2d28f7ba730b0a9089473ea41f0442b676dfe551,Other,"Evidence is mixed or too generic to identify one dominant purpose reliably: “Langchain Solana example”; 5 file(s), 144 additions/0 deletions.",Low
2792386162,36ed7ca1c5550af166360aeb1d0bd946a221ee0b,Structural Refactoring,"In __init__.py, the patch extracts/reorganizes implementation structure, including `solana_keypair_wallet` (10 additions/4 deletions), without clear new external behavior.",High
2792386162,5e7755b7016b008ed0f472f3768497042b8e0689,Feature Completion or Extension,"The commit adds new implementation file(s) .env.template, example.py and 757 lines, extending the contribution with new behavior.",Medium
2792386162,c3e06ec119dcb7b0b253b657483ce6daffeb9f32,Functional Correctness Repair,"In wallet.py, the patch changes existing behavior/control flow around `return str(self.keypair.public_key)` to correct the observed defect; 809 additions/20 deletions.",High
2792386162,fa980e6552bf345d26938135130c3ad064a16acf,Functional Correctness Repair,"In .env.template, the patch changes existing behavior/control flow around `def sign_message(self, message: str) -> Signature:` to correct the observed defect; 3 additions/3 deletions.",Medium
2794323375,6d7ee0ff67ecc178bd45950b8ebed1dc69e0436a,Code Cleanup,"The patch removes create_notebook.py, run_test.py and is deletion-focused (707 deletions vs 0 additions).",High
2794549110,0df1b619fdcfd6544c884756e23bc109f5817e1a,Documentation,"Documentation/release artifacts are the substantive change, including README.md (31 additions/0 deletions).",Medium
2794549110,3a25b848bdca3f0b362deaf0fe3c1e5583f18b48,Functional Correctness Repair,"In csv.ts, the patch changes existing behavior/control flow around `expected.startsWith('eval:') ||` to correct the observed defect; 3 additions/19 deletions.",High
2795084819,0d34de56b0191b5dc7ee7e01da8326c7d1e92dcf,Other,"Evidence is mixed or too generic to identify one dominant purpose reliably: “Swap tokens signs Raw transaction”; 1 file(s), 2 additions/19 deletions.",Low
2795084819,620bc4a18d6fabbd4578e3a5a5a21350df3ef863,Functional Correctness Repair,"In example.py, the patch changes existing behavior/control flow around `def main():` to correct the observed defect; 4 additions/1 deletions.",Medium
2795084819,65f500b364cd04ee6fc3e13c60f2373b5b0221f0,Project Integration and Environment Maintenance,The change targets build/CI/dependency/platform scaffolding in pyproject.toml; commit evidence says “Solana Wallet version bump”.,High
2795084819,830009c769db80e1cb393c004ecdf42ccdc6efe5,Functional Correctness Repair,"In service.py, the patch changes existing behavior/control flow around `error_data = await error.response.json()` to correct the observed defect; 5 additions/9 deletions.",Medium
2795084819,9c67565bba754eacc83f0acfbd0c3e72b936242d,Project Integration and Environment Maintenance,The change targets build/CI/dependency/platform scaffolding in pyproject.toml; commit evidence says “New Solana wallet release”.,High
2795084819,a461692cae0de7d9a7937ff28acf4228efc554f7,Feature Completion or Extension,"The patch adds substantive implementation in wallet.py, including `get_address_lookup_table_accounts`, with 27 added lines—evidence of a new/completed capability.",Medium
2795084819,aa6b821da83ae03c25edece05815f9553ed89a52,Project Integration and Environment Maintenance,The change targets build/CI/dependency/platform scaffolding in pyproject.toml; commit evidence says “Depend on newer Solana wallet”.,High
2795084819,abdafda403d37e230e7594b4cc9e1b7661d2ff9a,Project Integration and Environment Maintenance,The change targets build/CI/dependency/platform scaffolding in pyproject.toml; commit evidence says “Solana example deps”.,High
2795084819,ae8f190e2dbc577a852a9e35ece65ec27b464cf6,Functional Correctness Repair,"In service.py, the patch changes existing behavior/control flow around `instructions = await wallet_client.decompile_versioned_transaction_to_instructions(versioned_transa…` to correct the observed defect; 15 additions/9 deletions.",Medium
2795084819,b4e7d4f057775b293ef43a580ce98e41aab3a9f6,Functional Correctness Repair,"In example.py, the patch changes existing behavior/control flow around `python-versions = "">=3.9,<4.0""` to correct the observed defect; 725 additions/278 deletions.",High
2795084819,bb336672979c82e5d9628f54df81d180cb2b8d83,Functional Correctness Repair,"In service.py, the patch changes existing behavior/control flow around `return QuoteResponse.parse_obj(response_data)` to correct the observed defect; 1 additions/1 deletions.",Medium
2795084819,d00dc1f12ccfecf320cc94711612a7fc8feff52d,Feature Completion or Extension,"The patch adds substantive implementation in wallet.py, including `decompile_versioned_transaction_to_instructions`, with 33 added lines—evidence of a new/completed capability.",Medium
2795084819,ef92d9c2c26a1a23a3521b3656fe9f4d546c79c3,Feature Completion or Extension,"The patch adds substantive implementation in wallet.py, including `send_raw_transaction`, with 55 added lines—evidence of a new/completed capability.",Medium
2795084819,fb97ca1af84c6fb3e6282290551ab10129eaa744,Project Integration and Environment Maintenance,The change targets build/CI/dependency/platform scaffolding in poetry.lock; commit evidence says “Fix poetry.lock”.,High
2795172513,ea178fb6acb414047e7574542009412db76bef58,Code Cleanup,The patch removes `__init__`/related code in example.py and is deletion-focused (6 deletions vs 2 additions).,High
2796002590,5664cba1840b10524b93e9a89e7ecc51abfad72b,Project Integration and Environment Maintenance,The change targets build/CI/dependency/platform scaffolding in test_cli.yaml; commit evidence says “fix”.,High
2796002590,9e284603fcf8c1eb874a53b27d05ebe92b581b5d,Functional Correctness Repair,"In setup.ts, the patch changes existing behavior/control flow around `try {` to correct the observed defect; 97 additions/281 deletions.",High
2796002590,a9d69baea698710d98ea545fcf9ac1c0bdc29ed1,Test and Validation Adjustment,Patch is concentrated in test/validation artifacts (NumberPlugin.test.tsx); it changes 7 test lines rather than primarily production behavior.,High
2796796712,1c0a09ebac8ea63114b1adc71cfe3286f6903312,Feature Completion or Extension,"The patch adds substantive implementation in meetings.tsx, including `checkScreenpipeHealth`, with 57 added lines—evidence of a new/completed capability.",Medium
2796796712,b7c5b82fd7030f16ffd4923a3d3eb8096b27c31d,Functional Correctness Repair,"In index.ts, the patch changes existing behavior/control flow around `await this.app.vault.modify(file, partialContent);` to correct the observed defect; 25 additions/34 deletions.",High
2797157546,a1110e6c70ea6a230804d64d170454e6bb0b03d3,Functional Correctness Repair,"In runner.py, the patch changes existing behavior/control flow around `if interactive and not OUTPUT_ENABLED:` to correct the observed defect; 5 additions/4 deletions.",High
2798295763,37c3956c2948b40d607a2a09269a750ed8fc53c4,Test and Validation Adjustment,Patch is concentrated in test/validation artifacts (Listv2_WithButtonGroupIconWidget_spec.ts); it changes 2 test lines rather than primarily production behavior.,High
2798748566,b0e077f1ccd27bf62808dfef1cf1dd21d4f6ccce,Project Integration and Environment Maintenance,The change targets build/CI/dependency/platform scaffolding in package.json; commit evidence says “fix startup issue”.,High
2798748566,eec751f863a33215197aea9e2a6fefc7ee703869,Project Integration and Environment Maintenance,The change targets build/CI/dependency/platform scaffolding in package.json; commit evidence says “Update package.json”.,High
2799374100,d5749e96a617b12116fc5bff63a5d718c2d8a134,Functional Correctness Repair,"In tests.rs, the patch changes existing behavior/control flow around `fn multiple_positions_with_complex_rewards_should_work() {` to correct the observed defect; 16 additions/11 deletions.",Medium
