PR ID,Commit ID,Category,Brief justification,Confidence
2761413721,38e848b290045bf88743a867d9dbd2c3fb1c0a1e,Documentation,The intervention adds or revises explanatory/Documentationcontent in `firecrawl_crawl_website_tool.py` rather than changing runtime behavior.,High
2761413721,afc67968580b184787f047d9ab0d15eb7e5b408f,Code Convention Conformance,The commit applies mechanical lint/format/static-quality changes across `firecrawl_crawl_website_tool.py`; the patch is source-style/static-analysis oriented rather than new behavior.,Medium
2761413721,c82636c211e525b1dc97208908349b8e9aaa7948,Functional Correctness Repair,The patch changes existing runtime logic/handling in `firecrawl_crawl_website_tool.py` to correct behavior; changed runtime logic includes `url: Optional[str] = None`.,High
2761413721,d10e1d9a783fa7e8051bd2f95c2659709d7a8fcb,Feature Completion or Extension,"The patch adds or exposes substantive capability in `firecrawl_crawl_website_tool.py` (22 added lines, 0 new file(s)); new implementation includes `firecrawl_app: Optional[""FirecrawlApp""] = None`.",High
2762297369,f1299f484de2a7636cb5ed691a858db749c8eeb3,Functional Correctness Repair,The patch changes existing runtime logic/handling in `base_agent_executor_mixin.py` to correct behavior; changed runtime logic includes `return self.iterations >= self.max_iter`.,High
2762301500,485ba5fbe33e82ec8d2e5186100a1b53edddecda,Feature Completion or Extension,The patch adds concrete production behavior/data in `README.md` and `code_interpreter_tool.py` under an explicit feature-oriented change; it adds 95 line(s) supporting a new capability or supported case.,High
2762301500,48ca10957d2b470cfe1bfbfbfcfe9bc48a5b3b05,Functional Correctness Repair,"The commit repairs implementation in `__init__.py` and `__init__.py`; patch changes production code rather than only tests/docs/config; an added/changed line is `MySQLSearchTool,`.",Medium
2762301500,864d635179c7e757637a08a55da8e4d230811abe,Documentation,All changes are documentation/release text in `README.md`; no runtime implementation file is changed.,High
2762301500,93cc7e95768d6873696d7b70d5948b9d013c6e26,Feature Completion or Extension,The patch adds concrete production behavior/data in `README.md` and `code_interpreter_tool.py` under an explicit feature-oriented change; it adds 29 line(s) supporting a new capability or supported case.,High
2762301500,d84f5ff8bf7a10d1bb7ecdc74e4b251490ab0229,Documentation,The intervention adds or revises explanatory/Documentationcontent in `README.md` rather than changing runtime behavior.,High
2762301500,e4bb036e9a9c53470c74d6749536059419b3417e,Functional Correctness Repair,The patch changes existing runtime logic/handling in `code_interpreter_tool.py` to correct behavior.,High
2763678225,8c6883e5ee7756bc53f82e503b82016ed90fbbb4,Documentation,The intervention adds or revises explanatory/Documentationcontent in `flow.py` and 5 other files rather than changing runtime behavior.,High
2764665933,b0d545992af3780530f7a24131b8c7299b69ab97,Project Integration and Environment Maintenance,"The patch adapts dependency/runtime integration in `pyproject.toml` and 5 other files, including a dependency update and warning-handling around the affected library.",Medium
2764665933,c4a401b24708d843c882dfe30a9b84a78a9dea3a,Project Integration and Environment Maintenance,All changed files are build/dependency/environment scaffolding in `pyproject.toml` and `uv.lock`; the patch changes package/build/configuration data needed by the project.,High
2764665933,cf2f21cbfb971591372e26499eead5b3c33e0cff,Functional Correctness Repair,"The patch changes existing runtime logic/handling in `pyproject.toml` and 7 other files to correct behavior; changed runtime logic includes `assert agent.llm.model == ""ollama/llama3.2:3b""`.",High
2767796873,3bc2c91c7c5638f57856090979118ecdbbd827d9,Functional Correctness Repair,"The patch changes existing runtime logic/handling in `CoreChainSoftware.ts` and 10 other files to correct behavior; changed runtime logic includes `return `0x${(await decryptAsync({ password, data: privateKeyRaw })).toString('hex')}`;`.",High
2767796873,4fb6cb0fe0f314d2aa9bb6d557c567b29ad8831d,Test and Validation Adjustment,"All changed files are test/validation artifacts in `secret-aes256.test.ts.snap.web` and `secret-aes256.test.ts`; for example, it adds/changes `it('should encrypt and decrypt string with hex encoding and snapshot', async () => {`.",High
2767796873,5ce666c497e1f51a69e4ea8031440fbb9f7870d1,Code Convention Conformance,The commit applies mechanical lint/format/static-quality changes across `CoreChainApiBase.ts` and 24 other files; the patch is source-style/static-analysis oriented rather than new behavior.,High
2767796873,67ea6ee8e1ff2f35d90aa4a3683f73d54af1b903,Code Convention Conformance,The commit applies mechanical lint/format/static-quality changes across `secret.test.ts`; the patch is source-style/static-analysis oriented rather than new behavior.,High
2767796873,bb93da0acfdcfabef9c6a3a240bf34e5306c2ce4,Functional Correctness Repair,The patch changes existing runtime logic/handling in `ChainSigner.ts` and `secret.test.ts` to correct behavior; changed runtime logic includes `if (pub) {`.,High
2767796873,ca39894093c28cf7472408bbc488fdb989efeafc,Code Convention Conformance,The commit applies mechanical lint/format/static-quality changes across `aes256.ts` and `index.ts`; the patch is source-style/static-analysis oriented rather than new behavior.,High
2767796873,ce09db175ce34e96243d12875f60210f6b88dccb,Code Convention Conformance,The commit applies mechanical lint/format/static-quality changes across `CoreChainSoftware.ts` and 17 other files; the patch is source-style/static-analysis oriented rather than new behavior.,High
2767796873,d9f425f6b9f21eb781be872228ed60c8025c7bda,Code Convention Conformance,The commit applies mechanical lint/format/static-quality changes across `CoreChainSoftware.tbtc.test.ts` and 15 other files; the patch is source-style/static-analysis oriented rather than new behavior.,High
2767796873,fd61b586d6fb028ef6304e3f540cf8740408cf47,Functional Correctness Repair,The commit repairs implementation in `bip32.ts` and 13 other files; patch changes production code rather than only tests/docs/config; an added/changed line is `import { mnemonicFromEntropy } from '@onekeyhq/core/src/secret';`.,Medium
2770730384,0754575a439d465fc355ae01a7c8e92c4dd0eb36,Project Integration and Environment Maintenance,All changed files are build/dependency/environment scaffolding in `package.json` and `pnpm-lock.yaml`; the patch changes package/build/configuration data needed by the project.,High
2770730384,2ddc340525e7c074f0a94b24ffed2085a09a739d,Functional Correctness Repair,The patch changes existing runtime logic/handling in `agent.mjs` and 2 other files to correct behavior; changed runtime logic includes `resolution: {integrity: sha512-6IcvR35UMuuQEQPkVjzUtqDAuz6vy+PMCEL0PAS2ufHXdPPm81OTKVetqjgOPjebsikh…`.,High
2770730384,35e9275183e0487d70bad707f06a9aaca61909b0,Project Integration and Environment Maintenance,All changed files are build/dependency/environment scaffolding in `package.json` and `pnpm-lock.yaml`; the patch changes package/build/configuration data needed by the project.,High
2770730384,3bffba8015bdce85848f53a57b34fe1561c4291a,Functional Correctness Repair,The patch changes existing runtime logic/handling in `demo.mjs` and 2 other files to correct behavior; changed runtime logic includes `resolution: {integrity: sha512-FmvurMYRC6cCtQEZYUiqoMyLumOFzV6mYqj/iEkInVH2D7SQMXQZwsaLVU/JbVWA/Vf7…`.,High
2770730384,3e459728f91cc33d01f403ebf99abf2ae90563d0,Functional Correctness Repair,The patch changes existing runtime logic/handling in `demo.mjs` and 3 other files to correct behavior; changed runtime logic includes `resolution: {integrity: sha512-6IcvR35UMuuQEQPkVjzUtqDAuz6vy+PMCEL0PAS2ufHXdPPm81OTKVetqjgOPjebsikh…`.,High
2770730384,7ba976c2e5f0ce1d002a7e3f1cbaa40e585dafa7,Project Integration and Environment Maintenance,All changed files are build/dependency/environment scaffolding in `package.json` and `pnpm-lock.yaml`; the patch changes package/build/configuration data needed by the project.,High
2770730384,81c0722b232d4c34676559dfd58d47e8c3c1865d,Project Integration and Environment Maintenance,All changed files are build/dependency/environment scaffolding in `package.json` and `pnpm-lock.yaml`; the patch changes package/build/configuration data needed by the project.,High
2770730384,88ecf08fb4f3b1c49ec9758fb3631548e39ee095,Project Integration and Environment Maintenance,Build/dependency metadata dominates the patch (3/4 files) in `package-lock.json` and 3 other files; accompanying source edits adapt code to that project/dependency integration change.,High
2770730384,93e1365d68f11edce8a4869947164ea84fd57d70,Functional Correctness Repair,The patch changes existing runtime logic/handling in `demo.mjs` and 2 other files to correct behavior; changed runtime logic includes `resolution: {integrity: sha512-dtLD4jY35Lb750cCVyO1i/eIfdZJg2Z0i+B1RYX6BVeRPlgaHx/H18ImKAkYmy0g09Ow…`.,High
2770730384,9722e83923bce113b77de126c7f50d5949874aeb,Functional Correctness Repair,The patch changes existing runtime logic/handling in `demo.mjs` and 2 other files to correct behavior; changed runtime logic includes `resolution: {integrity: sha512-WJ/CvmY8Mea8iDXo6a7RK2wbmJITT5fN3BEkRuFlxVyNx8jOKIIhmC4fSkTcPcf8Jyav…`.,High
2770730384,adb107553e9dc3b2f6b50f43de3c6e239c5ba7af,Functional Correctness Repair,The patch changes existing runtime logic/handling in `demo.mjs` and 3 other files to correct behavior; changed runtime logic includes `resolution: {integrity: sha512-6IcvR35UMuuQEQPkVjzUtqDAuz6vy+PMCEL0PAS2ufHXdPPm81OTKVetqjgOPjebsikh…`.,High
2770730384,bda5aee30346cedc7993cf546ff94d4d16f63c61,Functional Correctness Repair,The patch changes existing runtime logic/handling in `demo.mjs` and 2 other files to correct behavior; changed runtime logic includes `resolution: {integrity: sha512-6IcvR35UMuuQEQPkVjzUtqDAuz6vy+PMCEL0PAS2ufHXdPPm81OTKVetqjgOPjebsikh…`.,High
2770730384,c6d34da4f6ebffa9f12c21cf9ed856eba4997409,Test and Validation Adjustment,"All changed files are test/validation artifacts in `demo.mjs` and 2 other files; for example, it adds/changes `""composio-core"": ""latest"",`.",High
2770730384,cb3cba670ee61c85b497aefc8282b32f1c4e2bad,Functional Correctness Repair,The patch changes existing runtime logic/handling in `agent.mjs` and 2 other files to correct behavior; changed runtime logic includes `resolution: {integrity: sha512-6IcvR35UMuuQEQPkVjzUtqDAuz6vy+PMCEL0PAS2ufHXdPPm81OTKVetqjgOPjebsikh…`.,High
2770730384,eafcf85ec858d7a10fa2ab8f73618fce639f5540,Functional Correctness Repair,The patch changes existing runtime logic/handling in `demo.mjs` and 2 other files to correct behavior; changed runtime logic includes `resolution: {integrity: sha512-WTHdUOwnnt1Vm2SHOpmU06EHFhhkJe85x/blgKvmfI/6KGsI6daUACPMiwz5piMZX5Hg…`.,High
2770730384,f276a3f179d9f3302419cad8bff170c96c11866f,Project Integration and Environment Maintenance,Build/dependency metadata dominates the patch (3/4 files) in `package.json` and 3 other files; accompanying source edits adapt code to that project/dependency integration change.,High
2770730384,f28433238ab0b41e187ea225ce539e57c3b709e7,Functional Correctness Repair,The patch changes existing runtime logic/handling in `demo.js` and 2 other files to correct behavior; changed runtime logic includes `resolution: {integrity: sha512-6IcvR35UMuuQEQPkVjzUtqDAuz6vy+PMCEL0PAS2ufHXdPPm81OTKVetqjgOPjebsikh…`.,High
2770730384,f6770be767204cf31bc5fa34c3a10a12621e790a,Functional Correctness Repair,The patch changes existing runtime logic/handling in `demo.mjs` and 2 other files to correct behavior; changed runtime logic includes `resolution: {integrity: sha512-6IcvR35UMuuQEQPkVjzUtqDAuz6vy+PMCEL0PAS2ufHXdPPm81OTKVetqjgOPjebsikh…`.,High
2776793311,059afcae607b447caadeff198461774bd1348f1a,Project Integration and Environment Maintenance,All changed files are build/dependency/environment scaffolding in `build.gradle` and `build.gradle`; the patch changes package/build/configuration data needed by the project.,High
2776793311,7f7ff31f49ae12b8c502a6e197bfb509879728f3,Project Integration and Environment Maintenance,All changed files are build/dependency/environment scaffolding in `package.json`; the patch changes package/build/configuration data needed by the project.,High
2776793311,82ae1087c621ff00f38f111ff662bd03df879dfb,Functional Correctness Repair,"The patch changes existing runtime logic/handling in `gradle.properties` and 8 other files to correct behavior; changed runtime logic includes `JSON.stringify(customerInfo, null, 2),`.",High
2776793311,a1e893f3bef2db8b730c9316642339dbf0c8cae2,Feature Completion or Extension,The patch adds concrete production behavior/data in `.env.example` and 109 other files under an explicit feature-oriented change; it adds 4852 line(s) supporting a new capability or supported case.,High
2776793311,fabd9f86b1b085dc939578cc5df11d0044668b48,Functional Correctness Repair,The commit repairs implementation in `build.gradle` and 3 other files; patch changes production code rather than only tests/docs/config; an added/changed line is `applicationId 'so.onekey.app.wallet'`.,Medium
2776797524,059afcae607b447caadeff198461774bd1348f1a,Project Integration and Environment Maintenance,All changed files are build/dependency/environment scaffolding in `build.gradle` and `build.gradle`; the patch changes package/build/configuration data needed by the project.,High
2776797524,7f7ff31f49ae12b8c502a6e197bfb509879728f3,Project Integration and Environment Maintenance,All changed files are build/dependency/environment scaffolding in `package.json`; the patch changes package/build/configuration data needed by the project.,High
2776797524,82ae1087c621ff00f38f111ff662bd03df879dfb,Functional Correctness Repair,"The patch changes existing runtime logic/handling in `gradle.properties` and 8 other files to correct behavior; changed runtime logic includes `JSON.stringify(customerInfo, null, 2),`.",High
2776797524,a1e893f3bef2db8b730c9316642339dbf0c8cae2,Feature Completion or Extension,The patch adds concrete production behavior/data in `.env.example` and 109 other files under an explicit feature-oriented change; it adds 4852 line(s) supporting a new capability or supported case.,High
2776797524,fabd9f86b1b085dc939578cc5df11d0044668b48,Functional Correctness Repair,The commit repairs implementation in `build.gradle` and 3 other files; patch changes production code rather than only tests/docs/config; an added/changed line is `applicationId 'so.onekey.app.wallet'`.,Medium
2776825485,059afcae607b447caadeff198461774bd1348f1a,Project Integration and Environment Maintenance,All changed files are build/dependency/environment scaffolding in `build.gradle` and `build.gradle`; the patch changes package/build/configuration data needed by the project.,High
2776825485,7f7ff31f49ae12b8c502a6e197bfb509879728f3,Project Integration and Environment Maintenance,All changed files are build/dependency/environment scaffolding in `package.json`; the patch changes package/build/configuration data needed by the project.,High
2776825485,82ae1087c621ff00f38f111ff662bd03df879dfb,Functional Correctness Repair,"The patch changes existing runtime logic/handling in `gradle.properties` and 8 other files to correct behavior; changed runtime logic includes `JSON.stringify(customerInfo, null, 2),`.",High
2776825485,a1e893f3bef2db8b730c9316642339dbf0c8cae2,Feature Completion or Extension,The patch adds concrete production behavior/data in `.env.example` and 109 other files under an explicit feature-oriented change; it adds 4852 line(s) supporting a new capability or supported case.,High
2776825485,fabd9f86b1b085dc939578cc5df11d0044668b48,Functional Correctness Repair,The commit repairs implementation in `build.gradle` and 3 other files; patch changes production code rather than only tests/docs/config; an added/changed line is `applicationId 'so.onekey.app.wallet'`.,Medium
2776831778,059afcae607b447caadeff198461774bd1348f1a,Project Integration and Environment Maintenance,All changed files are build/dependency/environment scaffolding in `build.gradle` and `build.gradle`; the patch changes package/build/configuration data needed by the project.,High
2776831778,7f7ff31f49ae12b8c502a6e197bfb509879728f3,Project Integration and Environment Maintenance,All changed files are build/dependency/environment scaffolding in `package.json`; the patch changes package/build/configuration data needed by the project.,High
2776831778,82ae1087c621ff00f38f111ff662bd03df879dfb,Functional Correctness Repair,"The patch changes existing runtime logic/handling in `gradle.properties` and 8 other files to correct behavior; changed runtime logic includes `JSON.stringify(customerInfo, null, 2),`.",High
2776831778,a1e893f3bef2db8b730c9316642339dbf0c8cae2,Feature Completion or Extension,The patch adds concrete production behavior/data in `.env.example` and 109 other files under an explicit feature-oriented change; it adds 4852 line(s) supporting a new capability or supported case.,High
2776831778,c4ce06b3adca89e259024abfed8c509b63b9953c,Project Integration and Environment Maintenance,All changed files are build/dependency/environment scaffolding in `package.json`; the patch changes package/build/configuration data needed by the project.,High
2776831778,fabd9f86b1b085dc939578cc5df11d0044668b48,Functional Correctness Repair,The commit repairs implementation in `build.gradle` and 3 other files; patch changes production code rather than only tests/docs/config; an added/changed line is `applicationId 'so.onekey.app.wallet'`.,Medium
2777919004,18b89db42d8f2e34a4228c34fbfaf5bfeed1b3be,Code Convention Conformance,The commit applies mechanical lint/format/static-quality changes across `appsmithConsole.js` and 3 other files; the patch is source-style/static-analysis oriented rather than new behavior.,High
2777919004,377630c746b33cf6c4b19794ddbed07f51184046,Code Convention Conformance,The commit applies mechanical lint/format/static-quality changes across `customWidgetScript.test.ts` and 2 other files; the patch is source-style/static-analysis oriented rather than new behavior.,High
2782215003,1896b3fe3f79716f9097653650443eab2ca64a2b,Functional Correctness Repair,"The patch changes existing runtime semantics in `search_replace.ts` (such as branch selection, diff application, status/condition logic) to make the existing capability behave correctly.",High
2782215003,6e3b6742c79611f94eb5f718c7229164937c0aa4,Functional Correctness Repair,The patch changes existing runtime logic/handling in `index.tsx` and 9 other files to correct behavior; changed runtime logic includes `if (!isPanning) {`.,High
2782215003,aa317b10ba1ee17de795c0c8cd425197b921d397,Functional Correctness Repair,"The patch changes existing runtime semantics in `code.ts` and 3 other files (such as branch selection, diff application, status/condition logic) to make the existing capability behave correctly.",High
2782215003,af25d9eeda43605865445b1d43cce203be57c236,Project Integration and Environment Maintenance,"The patch replaces the runtime/tooling environment used for file operations in `search_replace.ts`, adapting the contribution to the project execution environment.",High
2783286259,0b3bc08b7b339d19c273c9e625c4ceb5b0aa33ec,Code Convention Conformance,The commit applies mechanical lint/format/static-quality changes across `index.tsx` and 2 other files; the patch is source-style/static-analysis oriented rather than new behavior.,High
2783286259,0de67e7818c2b60d624a00e27cfc24713b2947d2,Functional Correctness Repair,The patch changes existing runtime logic/handling in `spellCheckerSkipWords.js` and 5 other files to correct behavior; changed runtime logic includes `return Buffer.from(`.,High
2783286259,2f38a95becb033aeda0a5eed04918bdcad8460e7,Functional Correctness Repair,The patch changes existing runtime logic/handling in `crypto-functions.test.ts` and `SecretCryptoFunctionGallery.tsx` to correct behavior; changed runtime logic includes `setDecryptedValid(expected === CRYPTO_TEST_SNAPSHOTS.aesCbcDecrypt);`.,High
2783286259,3b257b8bc7d6958635314de2990cd37d52914310,Code Convention Conformance,The commit applies mechanical lint/format/static-quality changes across `index.ts` and 3 other files; the patch is source-style/static-analysis oriented rather than new behavior.,High
2783286259,4c9b44cdebccf52c3145037050193b06dbbedf50,Code Convention Conformance,The commit applies mechanical lint/format/static-quality changes across `spellCheckerSkipWords.js` and 2 other files; the patch is source-style/static-analysis oriented rather than new behavior.,High
2783286259,c46cbcaad7fdbf225febfeb1edc194ffafc11c43,Code Convention Conformance,The commit applies mechanical lint/format/static-quality changes across `index.ts`; the patch is source-style/static-analysis oriented rather than new behavior.,High
2784488870,090b965e1887c8b39fbf863729d6debdd1c9cfa5,Functional Correctness Repair,The patch changes existing runtime logic/handling in `index.test.ts` and `filters.ts` to correct behavior.,High
2791079062,fc1d21700c690930bbce492ee7c543315cedb880,Feature Completion or Extension,The patch adds concrete production behavior/data in `wrappedContracts.ts` under an explicit feature-oriented change; it adds 1 line(s) supporting a new capability or supported case.,Medium
2793293460,fcc2e022038a901d99aa7120e6fe75588e29ea3d,Project Integration and Environment Maintenance,All changed files are build/dependency/environment scaffolding in `get_pyth_evm_pricefeed_details.ts` and `get_pyth_pricefeed_details.ts`; the patch changes package/build/configuration data needed by the project.,High
2797405312,063d52fc7539077a4703fc61ac132a7c25d8854e,Code Convention Conformance,The commit applies mechanical lint/format/static-quality changes across `secret.test.ts`; the patch is source-style/static-analysis oriented rather than new behavior.,High
2797405312,4a6d72c6ea41aa5baf9c82b799ce27b2f476694a,Test and Validation Adjustment,"All changed files are test/validation artifacts in `secret.test.ts` and `index.test.ts`; for example, it adds/changes `await expect(`.",High
2797405312,51458d49aabed7f8823f21c3fd52ed82fb483e0d,Code Convention Conformance,The commit applies mechanical lint/format/static-quality changes across `secret-hash.test.ts.snap.web`; the patch is source-style/static-analysis oriented rather than new behavior.,High
2797405312,5e3d2d94087531a3a0804d765f9be265b24a8c9a,Code Convention Conformance,The commit applies mechanical lint/format/static-quality changes across `secret.test.ts`; the patch is source-style/static-analysis oriented rather than new behavior.,High
2797405312,84c538f0b0e0159cfcb8e772eeb430d6e094eb28,Functional Correctness Repair,The patch changes existing runtime logic/handling in `react-native-aes-crypto.d.ts` and 8 other files to correct behavior; changed runtime logic includes `if (platformEnv.isNative) {`.,High
2797405312,8ad91a59cdc69e4a53d0a0de88483c53c99d3628,Code Convention Conformance,The commit applies mechanical lint/format/static-quality changes across `package.json` and 4 other files; the patch is source-style/static-analysis oriented rather than new behavior.,High
2797405312,95e3be26ce04672ee508663fec8412c19a326986,Code Convention Conformance,The commit applies mechanical lint/format/static-quality changes across `CoreChainSoftware.ts` and 18 other files; the patch is source-style/static-analysis oriented rather than new behavior.,High
2797405312,af4d9fd5958ef211f54d7bfac06a120d37b89a73,Code Convention Conformance,The commit applies mechanical lint/format/static-quality changes across `secret-hash.test.ts.snap.web` and 2 other files; the patch is source-style/static-analysis oriented rather than new behavior.,High
2797405312,df59c6659f2975435cadcc0bd485778f62e81903,Code Convention Conformance,The commit applies mechanical lint/format/static-quality changes across `crypto-functions.test.ts` and 7 other files; the patch is source-style/static-analysis oriented rather than new behavior.,High
2797482849,b75ef482bf660499c5057a910a45693f3d6f77af,Test and Validation Adjustment,"All changed files are test/validation artifacts in `test_flow_default_override.py`; for example, it adds/changes `def test_default_value_override():`.",High
2798302866,1080e6d3e0e11ed8ae926ba588c0b70e4c84e28f,User-Facing Interface and Interaction Refinement,The patch in UI-facing `AppConstants.ts` and 3 other files is dominated by presentation/interaction constructs (styles/classes/labels) rather than domain logic.,Medium
2798302866,1985999449aebc97226e41ca2eca3ed9321dde9b,Rollback or Reversion,"The commit explicitly discards prior changes to `EntityExplorerResizeHandler.tsx`, restoring the previous state rather than implementing new work.",High
2798302866,3d811955ed1c16e588a38f837b69f8df3a82de6b,Functional Correctness Repair,The patch changes existing runtime logic/handling in `RightPaneResizableHandle.tsx` to correct behavior.,High
2798302866,4dbcacd53832ecff10de70797436315de7e51c56,Other,"The patch changes `AppConstants.ts` and `RightPaneResizableHandle.tsx`, but the available message and diff do not clearly establish one dominant taxonomy purpose without inference.",Low
2798302866,f7ad4430bf122fe3f9f78f876d16f94f5d6c5b07,Rollback or Reversion,"The commit explicitly discards prior changes to `useResize.tsx`, restoring the previous state rather than implementing new work.",High
2799104941,a5cc630b386d32475cf40f1b7268339c22a4caa1,Feature Completion or Extension,"The patch adds new implementation material in `index.ts` and 25 other files, including 25 new file(s) and 722 added lines, supporting a capability extension.",Medium
2800769710,0f44c6b7a840a0c568d7e8be666b07c6a96875f7,User-Facing Interface and Interaction Refinement,The patch in UI-facing `package.json` and 4 other files is dominated by presentation/interaction constructs (styles/classes/labels) rather than domain logic.,Medium
2800769710,69cc6f348d431b9e604269657920814659b2c0c2,Functional Correctness Repair,The commit repairs implementation in `PopoutResizableEditor.tsx`; patch changes production code rather than only tests/docs/config; an added/changed line is `onChange: EventOrValueHandler<ChangeEvent<HTMLTextAreaElement>>;`.,Medium
2802436731,f9cb6486162b2c8b92b9939d3f14450bdba1cbcd,Code Cleanup,The intervention primarily removes unnecessary/obsolete implementation from `__init__.py` and `__init__.py` (2 removed vs. 0 added lines).,High
2812399095,01cda23c3d4dfc67687c97518cffa24886bd9158,Feature Completion or Extension,"The patch substantially adds production implementation in `craco.build.config.js` and 11 other files (151 added vs. 62 removed lines), consistent with extending capability.",Medium
2812399095,0af459cc5e9c1e2d7a7d12a70bf0b100170ac56e,Test and Validation Adjustment,"All changed files are test/validation artifacts in `ApplicationURL_spec.js` and `tags.js`; for example, it adds/changes `describe(""Slug URLs"", { tags: [""@tag.AppUrl""] }, () => {`.",High
2812399095,0d63d7afaeff790009499a43d9d3b7cacc0acecf,Functional Correctness Repair,"The patch changes existing runtime logic/handling in `TableV2_Derived_Column_Data_validation_spec.js` and 8 other files to correct behavior; changed runtime logic includes `return `{{${tableName}.processedTableData.map((currentRow, currentIndex) => ( `;`.",High
2812399095,1b352bb5808553248b722922b6e948df006be08d,Test and Validation Adjustment,"All changed files are test/validation artifacts in `JSObjects_navigation_spec.ts` and 7 other files; for example, it adds/changes `it(""2. Focus and position cursor on the ch,line having an error in split mode"", () => {`.",High
2812399095,1d969160947e89269c4f79d3fb4732403c22fe5f,User-Facing Interface and Interaction Refinement,The patch in UI-facing `ideActions.ts` and 17 other files is dominated by presentation/interaction constructs (styles/classes/labels) rather than domain logic.,Medium
2812399095,1ebff11e0140479aa04c26d6d36fb85ababaaa14,Code Cleanup,"The intervention primarily removes unnecessary/obsolete implementation from `Tenant.java` (6 removed vs. 0 added lines), including `import java.io.Serial;`.",High
2812399095,213db55dd9a5dde455f6592c2df4ab27fb48abd1,Test and Validation Adjustment,"All changed files are test/validation artifacts in `API_Additional_Tests_spec.ts` and 2 other files; for example, it adds/changes `describe(`.",High
2812399095,235a0ed4cb19cdce34dd53ddc5cc9890833df212,User-Facing Interface and Interaction Refinement,The patch changes user-facing interaction/display behavior in `PluginActionResponse.tsx` and 4 other files.,High
2812399095,2dbf810aa899136055927f908dbf4340390bdf7e,Test and Validation Adjustment,"All changed files are test/validation artifacts in `DS_Bug26716_Spec.ts` and 10 other files; for example, it adds/changes `describe.skip(`.",High
2812399095,4caaa7411a4b187bcb7de8681f82a972027004a1,Project Integration and Environment Maintenance,All changed files are build/dependency/environment scaffolding in `Chart.yaml` and 4 other files; the patch changes package/build/configuration data needed by the project.,High
2812399095,754d3efcf114d7ad7e63435f6a1ecd046e52e946,User-Facing Interface and Interaction Refinement,The intervention changes presentation or interaction in UI-facing `CodeModeTooltip.tsx`; added/changed UI code includes `function handleMaxTimesTooltipShown() {`.,High
2812399095,83ce2d6962fb889f2102eca31814ecfd5e41f88f,Structural Refactoring,The patch reorganizes implementation structure in `run-rts.sh` and `rts.conf` (rename/move/extract/restructure) without clear evidence of a new user-facing capability.,High
2812399095,89f2a57b604faf5ead88ec56230544f4da375ac6,Functional Correctness Repair,The patch changes existing runtime logic/handling in `getErrorFromActionResponse.ts` and `helpers.tsx` to correct behavior; changed runtime logic includes `return pluginType === PluginType.DB ||`.,High
2812399095,927383b82a97380f8134122cd89f382f2277ab76,User-Facing Interface and Interaction Refinement,The patch in UI-facing `ModuleConstants.ts` and 2 other files is dominated by presentation/interaction constructs (styles/classes/labels) rather than domain logic.,Medium
